sport,player_id,player_name,match_id,match_date,season,opposition,age,is_home,opposition_strength,days_rest,injury_risk,minutes_or_overs,usage_or_role,performance_metric,is_outlier,availability_score,career_avg,career_std,season_avg,vs_opposition_avg,rolling_avg_5,rolling_std_5,ewma_5,rolling_avg_10,rolling_std_10,ewma_10,rolling_avg_20,rolling_std_20,ewma_20,momentum,acceleration,lag_1,lag_2,lag_3,lag_5,lag_10
nba,1,Nba Player 01,nba-1-0,2023-01-01,2023,Team 9,30,1,0.4682862889746216,4,0.1287779952735529,36.50636329032452,0.6419948019089132,28.13045073046902,False,0.8712220047264471,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,4,Nba Player 04,nba-4-0,2023-01-01,2023,Team 10,23,1,0.8335695206859829,4,0.3384445858504903,33.748254668179186,0.6106629543633612,24.355542488446872,False,0.6615554141495097,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,5,Nba Player 05,nba-5-0,2023-01-01,2023,Team 1,32,1,0.2833097167534819,1,0.0638443161598444,35.49536965402004,0.7062123066405006,32.597557987108026,False,0.9361556838401556,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,6,Nba Player 06,nba-6-0,2023-01-01,2023,Team 1,22,1,0.7949958931880904,6,0.2025642704796356,14.837568134940096,0.4501492691386261,17.72079389257069,False,0.7974357295203645,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,7,Nba Player 07,nba-7-0,2023-01-01,2023,Team 3,21,1,0.3212473753690244,4,0.1429522352526161,26.728909896333136,0.70735303957818,30.54863728267397,False,0.8570477647473839,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,8,Nba Player 08,nba-8-0,2023-01-01,2023,Team 3,19,0,0.6284745720528614,1,0.144375138137812,31.251363423212087,0.4497322520881786,27.786843982398,False,0.855624861862188,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,9,Nba Player 09,nba-9-0,2023-01-01,2023,Team 10,27,1,0.943576099917034,6,0.227763119262458,25.77080803803063,0.9863533097463366,23.992863953448868,False,0.7722368807375419,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,10,Nba Player 10,nba-10-0,2023-01-01,2023,Team 8,29,1,0.4615988819734696,7,0.4800205192310629,13.414738648849092,0.4036333636697986,27.521228561296496,False,0.5199794807689371,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,11,Nba Player 11,nba-11-0,2023-01-01,2023,Team 9,29,0,0.811633737081752,5,0.2782897528184759,12.9551128082202,0.7704084658142689,24.36136764103405,False,0.7217102471815241,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
nba,12,Nba Player 12,nba-12-0,2023-01-01,2023,Team 6,35,0,0.5110270839146729,1,0.1375486854336857,37.79813418380408,0.8619138281763034,25.574350926641664,False,0.8624513145663143,28.674063896893735,2.968104723807262,28.674063896893735,28.760344326419155,28.569010246044947,2.8043692476778395,28.56398515294575,28.525381295880397,2.988952720693719,28.51292661340399,,,,0.2311261694188964,-0.007422095295815723,28.41493288811305,28.355349249124288,28.313470373080342,,
