sport,player_id,player_name,match_id,match_date,season,opposition,age,is_home,opposition_strength,days_rest,injury_risk,minutes_or_overs,usage_or_role,performance_metric,is_outlier,availability_score,career_avg,career_std,season_avg,vs_opposition_avg,rolling_avg_5,rolling_std_5,ewma_5,rolling_avg_10,rolling_std_10,ewma_10,rolling_avg_20,rolling_std_20,ewma_20,momentum,acceleration,lag_1,lag_2,lag_3,lag_5,lag_10
cricket,1,Cricket Player 01,cri-1-0,2023-01-01,2023,Team 4,30,1,0.7427628247004593,4,0.1467183253041999,13.589572161451962,0.9560589933091612,25.018712347292528,False,0.8532816746958001,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,4,Cricket Player 04,cri-4-0,2023-01-01,2023,Team 1,21,0,0.9616636330774364,6,0.0246065422373282,5.343790427679569,0.5212528609872868,20.37968037038729,False,0.9753934577626718,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,5,Cricket Player 05,cri-5-0,2023-01-01,2023,Team 9,26,0,0.7887671889856867,2,0.2384079217356818,19.826992232488685,0.6391039740845275,10.95671560302819,False,0.7615920782643182,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,6,Cricket Player 06,cri-6-0,2023-01-01,2023,Team 6,23,0,0.9461692380853576,6,0.0520178910750402,19.90666807093295,0.6620004936033037,20.628629576407658,False,0.9479821089249598,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,7,Cricket Player 07,cri-7-0,2023-01-01,2023,Team 10,31,0,0.2937645012754273,7,0.0507681838818883,4.385757457125445,0.4444346100214442,20.382728600537398,False,0.9492318161181117,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,8,Cricket Player 08,cri-8-0,2023-01-01,2023,Team 3,19,0,0.2747317482265046,6,0.3636471594265951,10.63637304959276,0.5943407576315731,19.93037342341052,False,0.6363528405734049,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,9,Cricket Player 09,cri-9-0,2023-01-01,2023,Team 1,29,0,0.2947712248950546,4,0.3059310660585874,17.03954356599965,0.9175286802449952,28.07554810511408,False,0.6940689339414126,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,10,Cricket Player 10,cri-10-0,2023-01-01,2023,Team 8,24,1,0.5720801625751093,6,0.1623070442780081,16.81284578947575,0.5255664085431706,26.60014201015419,False,0.8376929557219919,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,11,Cricket Player 11,cri-11-0,2023-01-01,2023,Team 7,24,0,0.1563605466907516,5,0.1933732993102973,8.57332465437921,0.7528878088684421,21.24492783035552,False,0.8066267006897028,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,12,Cricket Player 12,cri-12-0,2023-01-01,2023,Team 3,31,1,0.2744707483734326,6,0.0565331083481754,16.61366275737654,0.5645473211308618,24.306690802474417,False,0.9434668916518246,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,13,Cricket Player 13,cri-13-0,2023-01-01,2023,Team 8,30,1,0.965212337367988,5,0.1551598286796244,5.099071946292636,0.7656576210981805,20.96741567910425,False,0.8448401713203756,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,14,Cricket Player 14,cri-14-0,2023-01-01,2023,Team 9,19,0,0.3014758280083957,2,0.1816884163467179,12.21961010314144,0.8789009748383856,18.95049774302801,False,0.8183115836532822,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,15,Cricket Player 15,cri-15-0,2023-01-01,2023,Team 6,22,0,0.6785267647300166,3,0.3386981651881994,18.33347335868612,0.5835023442475402,18.73386635800305,False,0.6613018348118006,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,3,Cricket Player 03,cri-3-0,2023-01-01,2023,Team 8,29,1,0.7475784458440587,1,0.1034556892445824,14.972527040930329,0.941996723178432,15.48736115732142,False,0.8965443107554176,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,16,Cricket Player 16,cri-16-0,2023-01-01,2023,Team 6,27,0,0.4077613254256689,4,0.4095339657934158,13.761113591133336,0.7113582611452847,10.27120329201983,True,0.5904660342065842,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,18,Cricket Player 18,cri-18-0,2023-01-01,2023,Team 8,25,1,0.678048201481614,5,0.0544733523060091,10.371834712353726,0.6471848344071928,22.501940808956352,False,0.9455266476939909,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,19,Cricket Player 19,cri-19-0,2023-01-01,2023,Team 9,36,1,0.2816347497145105,5,0.1328655847809737,10.827171510673404,0.9501739515170708,24.49177913916209,False,0.8671344152190263,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,20,Cricket Player 20,cri-20-0,2023-01-01,2023,Team 3,31,0,0.2046966348486899,3,0.0371422047556837,14.06656106892221,0.599729575248428,24.87224212030073,False,0.9628577952443163,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,21,Cricket Player 21,cri-21-0,2023-01-01,2023,Team 3,23,1,0.3801253304050128,3,0.2448239109452479,16.13607592677949,0.4600632572603263,25.035205143537187,False,0.7551760890547521,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,22,Cricket Player 22,cri-22-0,2023-01-01,2023,Team 7,28,1,0.6950113556890524,3,0.3028347969935545,5.297250865406173,0.5143118361924417,10.27120329201983,True,0.6971652030064455,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,23,Cricket Player 23,cri-23-0,2023-01-01,2023,Team 6,23,1,0.2659923856817711,3,0.2250389080891698,11.12432930249972,0.6331213182737693,18.368668660553844,False,0.7749610919108302,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
cricket,24,Cricket Player 24,cri-24-0,2023-01-01,2023,Team 1,34,0,0.4845315431161134,1,0.0583047102516677,6.95235359587412,0.4207429979909389,18.88577452608397,False,0.9416952897483323,22.071944438110542,2.2647564278751595,22.071944438110542,21.716616299097996,21.720877888103644,1.9748737626823814,21.638321172891885,21.800318291635786,2.162207756730865,21.620350075546895,,,,0.052653806479026954,-0.07976332855620605,21.54477232949109,21.540020359990095,21.474412143953234,,
